,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
2667,10410,Sat Mar 14 15:47:11 +0000 2020,coronavirus,0,1.23885419547163E+018,,,en,,False,0,"@vaughangething @MarkDrakeford @WelshGovernment are being led like lambs to the slaughter. Wales needs to follow the WORLDWIDE scientific advice to intervene early and decisively, not Johnson's nudge theory. https://t.co/uYvr0JMhRr  #coronavirus",kevonhissoapbox,1306,Wales,Kevin McGrath,kevonhissoapbox,,"@vaughangething @markdrakeford @welshgovernment are being led like lambs to the slaughter. wales needs to follow the worldwide scientific advice to intervene early and decisively, not johnson's nudge theory. https://t.co/uyvr0jmhrr  #coronavirus","['nudge', 'nudge theory', 'corona']",['nudge theory']
2682,10469,Wed Mar 25 17:58:21 +0000 2020,UK Coronavirus,0,1.24287347205909E+018,,,en,,False,0,"The #UK #Coronavirus response was originally (i.e. until ten days ago, when the UCL report led to a policy U-turn) based on recommendations of the ""Nudge unit"". Here is a thread by @sophie_e_hill who is very sceptical of their recommendations:
https://t.co/orGtkWfbkK",anbusch,2320,Göttingen,Andreas Busch works from home 🇪🇺🇬🇧,anbusch,,"the #uk #coronavirus response was originally (i.e. until ten days ago, when the ucl report led to a policy u-turn) based on recommendations of the ""nudge unit"". here is a thread by @sophie_e_hill who is very sceptical of their recommendations:
https://t.co/orgtkwfbkk","['nudge unit', 'nudge', 'corona']",['nudge unit']
2690,10497,Sat Mar 14 11:42:07 +0000 2020,coronavirus,1,1.23879252301708E+018,,,en,,,0,You’d have to be a sheep to buy into   BoJo and his boss Cummings ‘herd’ and nudge theory.  South of the border has this one right y’all. Though as U.K. not counting any more we won’t know #coronavirus,theirishborder,565,"Northern Ireland, United Kingdom",The Hard Irish Border,theirishborder,,you’d have to be a sheep to buy into   bojo and his boss cummings ‘herd’ and nudge theory.  south of the border has this one right y’all. though as u.k. not counting any more we won’t know #coronavirus,"['nudge', 'nudge theory', 'corona']",['nudge theory']
2695,10533,Sun May 10 07:23:21 +0000 2020,Opinion coronavirusuk policy economics coronavirus,0,1.25938350784507E+018,,,en,,False,0,Nudge theory is a poor substitute for hard science in matters of life or death | Sonia Sodha | #Opinion | #coronavirusuk #policy #economics #coronavirus  https://t.co/gicmodZeoP,MinaChan77,1117,United Kingdom,Mina✨,MinaChan77,,nudge theory is a poor substitute for hard science in matters of life or death | sonia sodha | #opinion | #coronavirusuk #policy #economics #coronavirus  https://t.co/gicmodzeop,"['nudge', 'nudge theory', 'corona']",['nudge theory']
2702,10555,Tue Apr 07 11:48:09 +0000 2020,socialPsychologists herdImmunity nudgeTheory wrongKindOfExperts,0,1.2474913505363E+018,,,en,,False,0,"Indeed but thence 🇬🇧PM had eugenics &amp; #socialPsychologists advisors.

#herdImmunity could be gained by disrupting neither the economy nor the pandemics.

#nudgeTheory advised : better to let people die massively than risk boredom from behavioural measures.

#wrongKindOfExperts https://t.co/6rYOuY0PEh",DrFulli,898,Paris,Ivana Fulli,DrFulli,,"indeed but thence 🇬🇧pm had eugenics &amp; #socialpsychologists advisors.

#herdimmunity could be gained by disrupting neither the economy nor the pandemics.

#nudgetheory advised : better to let people die massively than risk boredom from behavioural measures.

#wrongkindofexperts https://t.co/6ryouy0peh","['psychologists', 'psychologist', 'nudge', 'nudgetheory', 'pandemic', 'herdimmunity']","['psychologists', 'nudgetheory', 'herdimmunity']"
2717,10626,Wed Apr 01 00:43:16 +0000 2020,covid19,0,1.24514970000667E+018,,,en,,,0,"Interested to see how choice architecture changes for many food brands. Watch retailers add indicators to select your foods based on wellness categories like Immunity or Energy boosters not just calories and nutrition 

#covid19",Tomasco_,333,"Seoul, Republic of Korea",Tom Child,Tomasco_,,"interested to see how choice architecture changes for many food brands. watch retailers add indicators to select your foods based on wellness categories like immunity or energy boosters not just calories and nutrition 

#covid19","['choice architecture', 'choice architect', 'covid']",['choice architecture'']
2718,10636,Mon Apr 20 10:48:57 +0000 2020,LoanCharge Covid19,34,1.25218749266255E+018,,,en,,False,26,"@4x4RoadRunner01 @LCAG_2019 @loanchargeAPPG @10DowningStreet @Conservatives @LabourList @LibDems @theSNP @politicshome @HuffPostPol @RidgeOnSunday Too bad that #LoanCharge hasn't provided 'herd immunity' as promised. Wait a minute - weren't Dr David Halpern and his Behavioural Insights 'science advisers' in charge of that program as well as #Covid19? The only thing their Spotlight ""made real"" are HMRC's bullying methods. https://t.co/1MvRz9vUiF",HCsick,1471,,HMRCsick,HCsick,,"@4x4roadrunner01 @lcag_2019 @loanchargeappg @10downingstreet @conservatives @labourlist @libdems @thesnp @politicshome @huffpostpol @ridgeonsunday too bad that #loancharge hasn't provided 'herd immunity' as promised. wait a minute - weren't dr david halpern and his behavioural insights 'science advisers' in charge of that program as well as #covid19? the only thing their spotlight ""made real"" are hmrc's bullying methods. https://t.co/1mvrz9vuif","['halpern', 'behavioural insight', 'behavioural insights', 'covid', 'herd immunity']","['halpern', 'behavioural insights', 'herd immunity']"
2743,10720,Sat Apr 04 16:09:44 +0000 2020,coronavirus,3,1.24647001581504E+018,,,en,,False,0,"Just saying, it seems the #coronavirus has not read the treatise on libertarian paternalism. https://t.co/bF77Sg512u",BettinaCornwell,6537,University of Oregon,T. Bettina Cornwell,BettinaCornwell,,"just saying, it seems the #coronavirus has not read the treatise on libertarian paternalism. https://t.co/bf77sg512u","['paternalism', 'libertarian paternalism', 'corona']",['libertarian paternalism']
2751,10752,Sun Apr 05 09:06:03 +0000 2020,,43,1.2467257798552E+018,,,en,,False,6,"""The vast majority of people are following the rules, let's not have a minority spoiling it for everybody"".  People keep saying the Nudge Unit's behavioural science theories have too much influence, but Hancock's just dimly echoing things he heard his teachers say 30 years ago. https://t.co/OvdiWSrejj",MediocreDave,12161,London,Dave,MediocreDave,,"""the vast majority of people are following the rules, let's not have a minority spoiling it for everybody"".  people keep saying the nudge unit's behavioural science theories have too much influence, but hancock's just dimly echoing things he heard his teachers say 30 years ago. https://t.co/ovdiwsrejj","['nudge unit', 'behavioural science', 'nudge']","['nudge unit', 'behavioural science']"
2753,10767,Thu Mar 12 20:12:45 +0000 2020,COVID19 PlayingWithLifeAndDeath,1,1.2381962502579E+018,,,en,,,0,"@maryellenfield @drng Hungary has already closed univs, theatres, cinemas, etc &amp; declared a state of emergency. But UK is relying on David Halpern &amp; “nudge theory” #COVID19 #PlayingWithLifeAndDeath",zmkc,925,Hungary,Zoe,zmkc,,"@maryellenfield @drng hungary has already closed univs, theatres, cinemas, etc &amp; declared a state of emergency. but uk is relying on david halpern &amp; “nudge theory” #covid19 #playingwithlifeanddeath","['halpern', 'nudge', 'nudge theory', 'covid']","['halpern', 'nudge theory']"
2754,10768,Thu Mar 12 10:42:56 +0000 2020,loancharge suicides Coronavirus,1,1.23805285336269E+018,,,en,,,1,The Behavioural nudge unit for #loancharge (remember 7 #suicides ) are advising Gov for #Coronavirus god help us all.,Ringo_Lennon123,303,,Ringo Lennon,Ringo_Lennon123,,the behavioural nudge unit for #loancharge (remember 7 #suicides ) are advising gov for #coronavirus god help us all.,"['nudge unit', 'nudge', 'corona']",['nudge unit']
2763,10805,Wed Mar 11 10:06:17 +0000 2020,,1,1.23768123902643E+018,,,en,,False,1,"Not sure this 100% correct (I thought the Nudge Unit was privatised years ago &amp; the CMO probably has other experts), but it does raise a wider point, namely that behavioural insights are largely based on data that reflect ""normality"", but an epidemic is abnormal, hence the panic. https://t.co/MclrLWLhuP",fromarsetoelbow,824,"London, England",David Timoney,fromarsetoelbow,,"not sure this 100% correct (i thought the nudge unit was privatised years ago &amp; the cmo probably has other experts), but it does raise a wider point, namely that behavioural insights are largely based on data that reflect ""normality"", but an epidemic is abnormal, hence the panic. https://t.co/mclrlwlhup","['nudge unit', 'behavioural insight', 'behavioural insights', 'nudge', 'epidemic']","['nudge unit', 'behavioural insights']"
2764,10809,Tue Apr 14 07:33:42 +0000 2020,Covid19,7,1.24996403087112E+018,,,en,,False,4,"Remember the Nudge Unit director's talk of ""cocooning"" the vulnerable? 

Today the director of UK's largest care home operator says that there are cases of #Covid19 in two-thirds (67%) of its care homes - much higher than the official figure of 13% quoted by the CMO yesterday. https://t.co/j0zDzhSxFh",etymologic,1879,England,etymologic,etymologic,,"remember the nudge unit director's talk of ""cocooning"" the vulnerable? 

today the director of uk's largest care home operator says that there are cases of #covid19 in two-thirds (67%) of its care homes - much higher than the official figure of 13% quoted by the cmo yesterday. https://t.co/j0zdzhsxfh","['nudge unit', 'nudge', 'covid']",['nudge unit']
2780,10868,Mon Apr 27 21:55:11 +0000 2020,,142,1.25489186942902E+018,,,en,,False,74,"Interesting how Vallance/Cummings/Nudge Unit plan for ‘herd immunity’ (in the absence of a vaccine and with no serology to confirm it could happen without one) is now the favoured policy of the far right. 

Britain leading the world again. https://t.co/4QtcJJHA0A",peterjukes,81701,London,Peter Jukes,peterjukes,,"interesting how vallance/cummings/nudge unit plan for ‘herd immunity’ (in the absence of a vaccine and with no serology to confirm it could happen without one) is now the favoured policy of the far right. 

britain leading the world again. https://t.co/4qtcjjha0a","['nudge unit', 'nudge', 'herd immunity']","['nudge unit', 'herd immunity']"
2792,10905,Fri Mar 13 19:15:12 +0000 2020,coronavirus,1,1.23854415779226E+018,,,en,,False,0,"Britain using ""nudge theory"" to contain #coronavirus.

UK refuses to consider almost every common sense containment measures introduced by other countries. Takes a gamble with millions of lives.

https://t.co/HxMyOTbu6N",CoronaHeadsUp,60,,Corona Heads Up,CoronaHeadsUp,,"britain using ""nudge theory"" to contain #coronavirus.

uk refuses to consider almost every common sense containment measures introduced by other countries. takes a gamble with millions of lives.

https://t.co/hxmyotbu6n","['nudge', 'nudge theory', 'corona']",['nudge theory']
2795,10927,Sat May 30 04:01:19 +0000 2020,UNDP BehavioralScience behavioraleconomics COVID19,2,1.26658042137601E+018,,,en,,False,2,Interesting insights from Dr Fadi Makki on application of behavioural economics to respond to COVID-19. A lot can be achieved through nudges ...| #UNDP #BehavioralScience #behavioraleconomics #COVID19 @makkifadi | https://t.co/qHcfGqVSSk,DebashisSarkar,1781,,Debashis Sarkar,DebashisSarkar,,interesting insights from dr fadi makki on application of behavioural economics to respond to covid-19. a lot can be achieved through nudges ...| #undp #behavioralscience #behavioraleconomics #covid19 @makkifadi | https://t.co/qhcfgqvssk,"['behavioural economics', 'nudges', 'nudge', 'covid']","['behavioural economics', 'nudges']"
2802,10952,Tue Mar 17 12:36:24 +0000 2020,,0,1.23989334690834E+018,,,en,,False,0,@Luiseach Maybe this “herd immunity” advocate from the Govt’s “nudge unit” should shed some light on this question: https://t.co/Or1GqZR2GH https://t.co/a5Tqqlpzis,pauldddd,128,"London, England",Paul,pauldddd,,@luiseach maybe this “herd immunity” advocate from the govt’s “nudge unit” should shed some light on this question: https://t.co/or1gqzr2gh https://t.co/a5tqqlpzis,"['nudge unit', 'nudge', 'herd immunity']","['nudge unit', 'herd immunity']"
2817,11002,Thu Mar 12 11:51:32 +0000 2020,COVID19 lockdownnow,1,1.23807011705086E+018,,,en,,False,3,"The UK Government relying on their ""nudge unit"" for policy decisions on #COVID19 reminds me of the line in the Armageddon movie:

""You really don't want to be taking advice from someone who got a C minus in Astrophysics.""

https://t.co/I0ZA4QsnlT

#lockdownnow @yaneerbaryam",jlz0z,3428,UK,John Locke@Home,jlz0z,,"the uk government relying on their ""nudge unit"" for policy decisions on #covid19 reminds me of the line in the armageddon movie:

""you really don't want to be taking advice from someone who got a c minus in astrophysics.""

https://t.co/i0za4qsnlt

#lockdownnow @yaneerbaryam","['nudge unit', 'nudge', 'covid']",['nudge unit']
2821,11019,Wed Apr 22 16:08:38 +0000 2020,COVID19 nudgeTheory,1,1.25299272018609E+018,,,en,,,0,@docbhooshan Wasn’t is basically one of the concept behind the 🇬🇧PM ‘s first #COVID19 strategy (which did delay taking lockdown &amp; other emergency related decisions) under the name of #nudgeTheory? 😉,DrFulli,898,Paris,Ivana Fulli,DrFulli,,@docbhooshan wasn’t is basically one of the concept behind the 🇬🇧pm ‘s first #covid19 strategy (which did delay taking lockdown &amp; other emergency related decisions) under the name of #nudgetheory? 😉,"['nudge', 'nudgetheory', 'covid']",['nudgetheory']
2825,11029,Fri Mar 06 08:20:17 +0000 2020,NudgeTheory COVID19,2,1.2358426248267E+018,,,en,,False,0,Inspired example of #NudgeTheory #COVID19 https://t.co/sveX4rPJVL,Crundwell,1322,"London, England","David 'test, trace, isolate, test’ Crundwell",Crundwell,,inspired example of #nudgetheory #covid19 https://t.co/svex4rpjvl,"['nudge', 'nudgetheory', 'covid']",['nudgetheory']
2826,11042,Sat Apr 25 06:09:21 +0000 2020,NBA NFL MLB NHL NASCAR MLS TDF2020 LaLiga PremierLeague COVID19 Covid_19 coronavirus BigDeporte,0,1.2539290687954E+018,,,en,,,0,"#NBA #NFL #MLB #NHL #NASCAR #MLS #TDF2020
#LaLiga #PremierLeague
#COVID19 #Covid_19 #coronavirus
#BigDeporte 
The field of behavioral economics, led by social psychologists Daniel Kahneman and Amos Tversky, has identified a number of cognitive biases that affect decision-making",BigDeporte,107,United States,El Big Picture del Deporte,BigDeporte,,"#nba #nfl #mlb #nhl #nascar #mls #tdf2020
#laliga #premierleague
#covid19 #covid_19 #coronavirus
#bigdeporte 
the field of behavioral economics, led by social psychologists daniel kahneman and amos tversky, has identified a number of cognitive biases that affect decision-making","['kahneman', 'psychologists', 'psychologist', 'corona', 'covid']","['kahneman', 'psychologists']"
2829,11056,Sun May 10 12:56:46 +0000 2020,COVID19,2,1.25946741831915E+018,,,en,,,1,"@maitlis The ONS figures where a trained, registered medical professional who has attended the victim &amp; have named #COVID19 as the cause or a factor on the death certificate show that we exceeded the Gov official figures 10 days ago but the Nudge Unit who never saw any victim say No",StevePogson1,1558,"Manchester, UK",Steve Pogson #BoycottPalmOil,StevePogson1,,"@maitlis the ons figures where a trained, registered medical professional who has attended the victim &amp; have named #covid19 as the cause or a factor on the death certificate show that we exceeded the gov official figures 10 days ago but the nudge unit who never saw any victim say no","['nudge unit', 'nudge', 'covid']",['nudge unit']
